user_id,first_touch,registration_date,kyc_date,activation_date,first_trade_date,total_revenue_30d,arpu_segment,cohort_month,retention_7d,retention_14d,retention_30d
U002371,Organic Search,,,,,0.00,Low,,0,0,0
U002372,SMS,,,,,0.00,Low,,0,0,0
U002373,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002374,Organic Search,,,,,0.00,Low,,0,0,0
U002375,Email,,,,,0.00,Low,,1,1,1
U002376,Meta (FB/IG),2026-01-31,2026-02-07,2026-02-12,2026-02-16,507.81,Low,2026-01,0,0,0
U002377,Organic Search,2026-01-29,2026-01-31,,,0.00,Low,2026-01,0,0,0
U002378,Organic Search,,,,,0.00,Low,,0,0,0
U002379,Organic Search,,,,,0.00,Low,,0,0,0
U002380,Google Ads,2025-11-27,,,,0.00,Low,2025-11,0,0,0
U002381,Google Ads,,,,,0.00,Low,,1,0,0
U002382,Meta (FB/IG),2026-01-31,2026-02-03,,,0.00,Low,2026-01,1,1,0
U002383,Google Ads,,,,,0.00,Low,,0,0,0
U002384,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002385,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002386,Referral,2025-12-18,2025-12-22,,,0.00,Low,2025-12,0,0,0
U002387,Referral,,,,,0.00,Low,,0,0,0
U002388,Organic Search,,,,,0.00,Low,,0,0,0
U002389,Email,,,,,0.00,Low,,1,1,0
U002390,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002391,Google Ads,2026-01-06,2026-01-07,2026-01-11,2026-01-21,420.46,Low,2026-01,0,0,0
U002392,Referral,,,,,0.00,Low,,0,0,0
U002393,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002394,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002395,SMS,,,,,0.00,Low,,0,0,0
U002396,Email,,,,,0.00,Low,,0,0,0
U002397,Organic Search,2026-01-05,2026-01-09,2026-01-17,2026-02-01,164.96,Low,2026-01,0,0,0
U002398,Organic Search,2026-01-18,2026-01-26,,,0.00,Low,2026-01,0,0,0
U002399,Organic Search,,,,,0.00,Low,,0,0,0
U002400,Organic Search,,,,,0.00,Low,,1,0,0
U002401,Google Ads,2025-11-26,2025-12-05,,,0.00,Low,2025-11,1,1,0
U002402,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002403,Organic Search,,,,,0.00,Low,,0,0,0
U002404,Email,,,,,0.00,Low,,0,0,0
U002405,Push Notification (WebEngage),2026-01-18,,,,0.00,Low,2026-01,0,0,0
U002406,SMS,2025-11-28,2025-12-07,2025-12-16,2025-12-24,237.82,Low,2025-11,1,0,0
U002407,Email,,,,,0.00,Low,,0,0,0
U002408,Google Ads,,,,,0.00,Low,,0,0,0
U002409,Email,2025-11-22,2025-12-01,2025-12-11,2025-12-29,274.59,Low,2025-11,1,1,1
U002410,Google Ads,2026-01-02,2026-01-03,2026-01-10,,0.00,Low,2026-01,1,1,0
U002411,Google Ads,2026-01-11,2026-01-12,,,0.00,Low,2026-01,1,1,1
U002412,Google Ads,,,,,0.00,Low,,0,0,0
U002413,Organic Search,2025-11-24,,,,0.00,Low,2025-11,0,0,0
U002414,Google Ads,,,,,0.00,Low,,0,0,0
U002415,Google Ads,2026-02-06,2026-02-10,,,0.00,Low,2026-02,0,0,0
U002416,Meta (FB/IG),2025-12-30,,,,0.00,Low,2025-12,0,0,0
U002417,Email,2025-12-11,,,,0.00,Low,2025-12,0,0,0
U002418,SMS,,,,,0.00,Low,,0,0,0
U002419,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002420,Google Ads,,,,,0.00,Low,,0,0,0
U002421,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002422,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002423,Google Ads,,,,,0.00,Low,,0,0,0
U002424,Google Ads,,,,,0.00,Low,,0,0,0
U002425,LinkedIn Ads,2026-01-26,,,,0.00,Low,2026-01,0,0,0
U002426,Google Ads,,,,,0.00,Low,,0,0,0
U002427,SMS,,,,,0.00,Low,,0,0,0
U002428,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002429,Organic Search,,,,,0.00,Low,,0,0,0
U002430,Organic Search,,,,,0.00,Low,,0,0,0
U002431,Referral,2026-01-15,,,,0.00,Low,2026-01,1,1,0
U002432,Google Ads,2026-01-31,2026-02-06,,,0.00,Low,2026-01,0,0,0
U002433,SMS,,,,,0.00,Low,,0,0,0
U002434,Email,,,,,0.00,Low,,1,1,1
U002435,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002436,Google Ads,,,,,0.00,Low,,0,0,0
U002437,Email,,,,,0.00,Low,,0,0,0
U002438,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002439,SMS,2026-01-06,2026-01-13,2026-01-21,,0.00,Low,2026-01,0,0,0
U002440,Organic Search,,,,,0.00,Low,,0,0,0
U002441,Organic Search,,,,,0.00,Low,,0,0,0
U002442,Organic Search,2025-12-24,2025-12-29,2026-01-05,2026-01-06,169.29,Low,2025-12,0,0,0
U002443,Referral,2026-01-28,2026-02-05,,,0.00,Low,2026-01,0,0,0
U002444,Organic Search,,,,,0.00,Low,,0,0,0
U002445,Referral,,,,,0.00,Low,,0,0,0
U002446,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002447,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002448,Email,,,,,0.00,Low,,0,0,0
U002449,Meta (FB/IG),2025-12-15,2025-12-17,,,0.00,Low,2025-12,1,1,1
U002450,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002451,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002452,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002453,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002454,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002455,Meta (FB/IG),2026-01-30,,,,0.00,Low,2026-01,0,0,0
U002456,Push Notification (WebEngage),,,,,0.00,Low,,1,1,0
U002457,Google Ads,2026-02-03,,,,0.00,Low,2026-02,0,0,0
U002458,Meta (FB/IG),2026-01-20,2026-01-26,2026-01-27,,167.84,Low,2026-01,1,1,1
U002459,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002460,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002461,Push Notification (WebEngage),2026-01-06,,,,0.00,Low,2026-01,0,0,0
U002462,Google Ads,,,,,0.00,Low,,0,0,0
U002463,Referral,,,,,0.00,Low,,0,0,0
U002464,Google Ads,,,,,0.00,Low,,0,0,0
U002465,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002466,Email,,,,,0.00,Low,,0,0,0
U002467,Google Ads,,,,,0.00,Low,,0,0,0
U002468,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002469,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002470,SMS,,,,,0.00,Low,,0,0,0
U002471,SMS,,,,,0.00,Low,,0,0,0
U002472,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002473,Google Ads,,,,,0.00,Low,,0,0,0
U002474,Organic Search,,,,,0.00,Low,,0,0,0
U002475,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002476,Push Notification (WebEngage),2025-12-23,2025-12-25,,,0.00,Low,2025-12,0,0,0
U002477,Organic Search,,,,,0.00,Low,,0,0,0
U002478,Push Notification (WebEngage),2025-11-28,,,,0.00,Low,2025-11,0,0,0
U002479,Organic Search,2026-02-08,2026-02-09,2026-02-16,2026-02-17,102.60,Low,2026-02,1,1,0
U002480,Referral,,,,,0.00,Low,,0,0,0
U002481,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002482,Google Ads,,,,,0.00,Low,,0,0,0
U002483,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002484,Email,,,,,0.00,Low,,1,0,0
U002485,Google Ads,2025-12-06,2025-12-15,2025-12-22,2025-12-24,634.55,Low,2025-12,1,1,1
U002486,Referral,,,,,0.00,Low,,0,0,0
U002487,Google Ads,2025-12-08,2025-12-13,2025-12-18,,288.72,Low,2025-12,0,0,0
U002488,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002489,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002490,Meta (FB/IG),2025-11-27,2025-12-05,2025-12-14,2025-12-18,1068.38,Medium,2025-11,0,0,0
U002491,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002492,Referral,2026-01-15,2026-01-24,,,0.00,Low,2026-01,0,0,0
U002493,Meta (FB/IG),2025-12-24,2025-12-25,2025-12-31,2026-01-14,107.43,Low,2025-12,1,1,0
U002494,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002495,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002496,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002497,SMS,,,,,0.00,Low,,1,1,1
U002498,SMS,,,,,0.00,Low,,0,0,0
U002499,Email,2025-12-16,2025-12-19,2025-12-27,2026-01-16,593.77,Low,2025-12,1,0,0
U002500,Google Ads,,,,,0.00,Low,,0,0,0
U002501,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002502,Referral,,,,,0.00,Low,,0,0,0
U002503,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002504,Google Ads,,,,,0.00,Low,,0,0,0
U002505,SMS,,,,,0.00,Low,,0,0,0
U002506,Google Ads,2026-01-04,2026-01-05,2026-01-06,,597.13,Low,2026-01,0,0,0
U002507,Google Ads,,,,,0.00,Low,,0,0,0
U002508,Email,2026-01-12,2026-01-18,,,0.00,Low,2026-01,0,0,0
U002509,Google Ads,,,,,0.00,Low,,1,1,0
U002510,Referral,2026-02-04,2026-02-13,2026-02-17,,125.97,Low,2026-02,0,0,0
U002511,Meta (FB/IG),2025-12-09,,,,0.00,Low,2025-12,0,0,0
U002512,Referral,,,,,0.00,Low,,0,0,0
U002513,SMS,,,,,0.00,Low,,0,0,0
U002514,Google Ads,2025-11-25,2025-12-02,2025-12-10,,0.00,Low,2025-11,1,1,0
U002515,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002516,Email,,,,,0.00,Low,,0,0,0
U002517,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002518,Email,2026-01-19,2026-01-22,2026-01-28,2026-02-01,195.34,Low,2026-01,1,1,0
U002519,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002520,Google Ads,,,,,0.00,Low,,0,0,0
U002521,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002522,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002523,Email,,,,,0.00,Low,,1,1,1
U002524,Meta (FB/IG),,,,,0.00,Low,,1,0,0
U002525,Google Ads,2026-01-17,,,,0.00,Low,2026-01,0,0,0
U002526,Google Ads,,,,,0.00,Low,,0,0,0
U002527,Google Ads,,,,,0.00,Low,,0,0,0
U002528,Organic Search,,,,,0.00,Low,,0,0,0
U002529,Organic Search,2025-12-09,,,,0.00,Low,2025-12,0,0,0
U002530,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002531,Organic Search,2025-12-07,2025-12-14,2025-12-22,2025-12-23,160.96,Low,2025-12,0,0,0
U002532,Email,,,,,0.00,Low,,0,0,0
U002533,Referral,,,,,0.00,Low,,0,0,0
U002534,LinkedIn Ads,2026-02-06,2026-02-13,,,0.00,Low,2026-02,1,0,0
U002535,Meta (FB/IG),2026-02-02,,,,0.00,Low,2026-02,1,1,0
U002536,Push Notification (WebEngage),2025-12-31,,,,0.00,Low,2025-12,1,1,0
U002537,Organic Search,2026-01-08,,,,0.00,Low,2026-01,0,0,0
U002538,Push Notification (WebEngage),2026-01-22,,,,0.00,Low,2026-01,1,1,1
U002539,Organic Search,,,,,0.00,Low,,0,0,0
U002540,Google Ads,,,,,0.00,Low,,0,0,0
U002541,Email,,,,,0.00,Low,,0,0,0
U002542,Google Ads,,,,,0.00,Low,,0,0,0
U002543,SMS,,,,,0.00,Low,,0,0,0
U002544,Push Notification (WebEngage),2026-02-05,2026-02-14,,,0.00,Low,2026-02,0,0,0
U002545,Push Notification (WebEngage),2025-12-02,,,,0.00,Low,2025-12,1,0,0
U002546,Google Ads,2025-12-12,,,,0.00,Low,2025-12,0,0,0
U002547,Google Ads,2026-01-13,2026-01-18,2026-01-20,2026-01-31,341.85,Low,2026-01,0,0,0
U002548,Google Ads,,,,,0.00,Low,,0,0,0
U002549,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002550,Organic Search,,,,,0.00,Low,,0,0,0
U002551,Email,,,,,0.00,Low,,0,0,0
U002552,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002553,Organic Search,,,,,0.00,Low,,0,0,0
U002554,Organic Search,2025-12-04,,,,0.00,Low,2025-12,0,0,0
U002555,Meta (FB/IG),2025-11-24,2025-11-25,2025-12-02,2025-12-10,924.49,Low,2025-11,0,0,0
U002556,Organic Search,,,,,0.00,Low,,0,0,0
U002557,Meta (FB/IG),2025-12-30,2026-01-08,2026-01-09,,5.37,Low,2025-12,1,0,0
U002558,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002559,Organic Search,2025-12-02,2025-12-08,2025-12-17,,393.22,Low,2025-12,1,1,1
U002560,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002561,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002562,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002563,Organic Search,2026-02-12,2026-02-17,2026-02-17,,0.00,Low,2026-02,1,1,0
U002564,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002565,Push Notification (WebEngage),2026-01-05,2026-01-09,2026-01-11,,0.00,Low,2026-01,1,1,1
U002566,Organic Search,2026-01-25,,,,0.00,Low,2026-01,1,0,0
U002567,Google Ads,,,,,0.00,Low,,1,1,0
U002568,Organic Search,,,,,0.00,Low,,0,0,0
U002569,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002570,Google Ads,2025-12-30,,,,0.00,Low,2025-12,0,0,0
U002571,Email,,,,,0.00,Low,,0,0,0
U002572,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002573,SMS,2025-11-29,,,,0.00,Low,2025-11,0,0,0
U002574,Organic Search,2026-02-10,2026-02-16,2026-02-17,2026-02-17,401.49,Low,2026-02,1,1,1
U002575,Google Ads,,,,,0.00,Low,,0,0,0
U002576,Organic Search,2025-12-19,2025-12-20,2025-12-23,2026-01-07,56.92,Low,2025-12,0,0,0
U002577,Google Ads,,,,,0.00,Low,,0,0,0
U002578,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002579,SMS,2026-02-09,,,,0.00,Low,2026-02,0,0,0
U002580,Organic Search,,,,,0.00,Low,,0,0,0
U002581,Google Ads,,,,,0.00,Low,,0,0,0
U002582,Google Ads,2026-01-23,2026-01-24,,,0.00,Low,2026-01,0,0,0
U002583,Meta (FB/IG),2025-11-28,,,,0.00,Low,2025-11,0,0,0
U002584,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002585,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002586,Organic Search,2025-11-27,,,,0.00,Low,2025-11,1,1,0
U002587,LinkedIn Ads,,,,,0.00,Low,,1,0,0
U002588,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002589,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002590,Google Ads,2026-02-09,,,,0.00,Low,2026-02,0,0,0
U002591,Email,,,,,0.00,Low,,0,0,0
U002592,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002593,Google Ads,,,,,0.00,Low,,0,0,0
U002594,Email,,,,,0.00,Low,,0,0,0
U002595,Google Ads,2026-01-22,,,,0.00,Low,2026-01,0,0,0
U002596,Email,2026-01-15,,,,0.00,Low,2026-01,1,1,1
U002597,Email,2025-12-19,2025-12-20,,,0.00,Low,2025-12,0,0,0
U002598,Email,,,,,0.00,Low,,0,0,0
U002599,Google Ads,,,,,0.00,Low,,0,0,0
U002600,Organic Search,,,,,0.00,Low,,0,0,0
U002601,Meta (FB/IG),2026-01-17,2026-01-22,,,0.00,Low,2026-01,1,0,0
U002602,Google Ads,,,,,0.00,Low,,0,0,0
U002603,Organic Search,,,,,0.00,Low,,0,0,0
U002604,Referral,,,,,0.00,Low,,0,0,0
U002605,Meta (FB/IG),2025-12-25,,,,0.00,Low,2025-12,0,0,0
U002606,SMS,,,,,0.00,Low,,0,0,0
U002607,Organic Search,,,,,0.00,Low,,0,0,0
U002608,LinkedIn Ads,,,,,0.00,Low,,1,1,0
U002609,Google Ads,,,,,0.00,Low,,0,0,0
U002610,SMS,,,,,0.00,Low,,1,0,0
U002611,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002612,Push Notification (WebEngage),,,,,0.00,Low,,1,1,1
U002613,Referral,,,,,0.00,Low,,0,0,0
U002614,Organic Search,,,,,0.00,Low,,0,0,0
U002615,SMS,2025-12-21,,,,0.00,Low,2025-12,0,0,0
U002616,Email,,,,,0.00,Low,,0,0,0
U002617,Email,,,,,0.00,Low,,0,0,0
U002618,Google Ads,,,,,0.00,Low,,0,0,0
U002619,Referral,,,,,0.00,Low,,0,0,0
U002620,Referral,,,,,0.00,Low,,0,0,0
U002621,Google Ads,,,,,0.00,Low,,0,0,0
U002622,Meta (FB/IG),2026-01-22,,,,0.00,Low,2026-01,1,0,0
U002623,Organic Search,,,,,0.00,Low,,0,0,0
U002624,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002625,Organic Search,2025-11-22,,,,0.00,Low,2025-11,1,0,0
U002626,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002627,SMS,,,,,0.00,Low,,0,0,0
U002628,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002629,Google Ads,,,,,0.00,Low,,0,0,0
U002630,Email,2025-12-21,2025-12-24,2025-12-25,2026-01-01,77.80,Low,2025-12,0,0,0
U002631,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002632,Google Ads,,,,,0.00,Low,,0,0,0
U002633,SMS,,,,,0.00,Low,,0,0,0
U002634,Email,2025-11-23,,,,0.00,Low,2025-11,0,0,0
U002635,Google Ads,2026-01-13,,,,0.00,Low,2026-01,0,0,0
U002636,SMS,,,,,0.00,Low,,0,0,0
U002637,Google Ads,,,,,0.00,Low,,0,0,0
U002638,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002639,Email,,,,,0.00,Low,,0,0,0
U002640,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002641,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002642,Organic Search,,,,,0.00,Low,,0,0,0
U002643,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002644,Google Ads,2025-12-14,2025-12-22,,,0.00,Low,2025-12,0,0,0
U002645,Meta (FB/IG),,,,,0.00,Low,,1,1,0
U002646,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002647,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002648,Email,,,,,0.00,Low,,0,0,0
U002649,Organic Search,,,,,0.00,Low,,0,0,0
U002650,Organic Search,2025-12-29,2026-01-05,2026-01-11,2026-01-21,285.06,Low,2025-12,1,0,0
U002651,Google Ads,2025-12-13,2025-12-16,2025-12-17,,0.00,Low,2025-12,0,0,0
U002652,Referral,,,,,0.00,Low,,0,0,0
U002653,Organic Search,2026-01-07,,,,0.00,Low,2026-01,0,0,0
U002654,SMS,2026-02-09,2026-02-17,,,0.00,Low,2026-02,0,0,0
U002655,Google Ads,,,,,0.00,Low,,0,0,0
U002656,Email,,,,,0.00,Low,,0,0,0
U002657,Email,,,,,0.00,Low,,0,0,0
U002658,Google Ads,2026-01-03,,,,0.00,Low,2026-01,1,1,1
U002659,SMS,,,,,0.00,Low,,0,0,0
U002660,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002661,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002662,Organic Search,,,,,0.00,Low,,0,0,0
U002663,Push Notification (WebEngage),2025-12-08,2025-12-16,,,0.00,Low,2025-12,0,0,0
U002664,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002665,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002666,SMS,,,,,0.00,Low,,0,0,0
U002667,Meta (FB/IG),2026-01-04,,,,0.00,Low,2026-01,0,0,0
U002668,Organic Search,,,,,0.00,Low,,1,0,0
U002669,Google Ads,,,,,0.00,Low,,0,0,0
U002670,Google Ads,,,,,0.00,Low,,0,0,0
U002671,SMS,,,,,0.00,Low,,0,0,0
U002672,SMS,2026-01-26,,,,0.00,Low,2026-01,0,0,0
U002673,Organic Search,2026-01-06,,,,0.00,Low,2026-01,0,0,0
U002674,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002675,Referral,,,,,0.00,Low,,0,0,0
U002676,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002677,Referral,,,,,0.00,Low,,0,0,0
U002678,Google Ads,,,,,0.00,Low,,0,0,0
U002679,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002680,Referral,2026-01-04,2026-01-12,2026-01-19,,0.00,Low,2026-01,1,1,1
U002681,Google Ads,2026-01-01,,,,0.00,Low,2026-01,1,0,0
U002682,Email,,,,,0.00,Low,,0,0,0
U002683,Referral,,,,,0.00,Low,,0,0,0
U002684,Organic Search,2025-12-03,2025-12-07,2025-12-15,2025-12-25,392.59,Low,2025-12,0,0,0
U002685,Google Ads,2026-01-29,2026-01-30,2026-02-09,2026-02-12,199.33,Low,2026-01,1,1,1
U002686,Email,,,,,0.00,Low,,0,0,0
U002687,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002688,Referral,,,,,0.00,Low,,0,0,0
U002689,Email,,,,,0.00,Low,,0,0,0
U002690,Organic Search,2025-12-14,2025-12-20,2025-12-25,2026-01-05,121.49,Low,2025-12,0,0,0
U002691,Google Ads,2026-01-15,,,,0.00,Low,2026-01,1,1,0
U002692,Push Notification (WebEngage),2026-02-10,2026-02-17,,,0.00,Low,2026-02,0,0,0
U002693,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002694,Organic Search,,,,,0.00,Low,,0,0,0
U002695,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002696,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002697,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002698,Google Ads,2026-01-02,2026-01-06,2026-01-06,,0.00,Low,2026-01,0,0,0
U002699,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002700,Referral,,,,,0.00,Low,,0,0,0
U002701,Google Ads,,,,,0.00,Low,,0,0,0
U002702,Google Ads,,,,,0.00,Low,,0,0,0
U002703,Referral,,,,,0.00,Low,,0,0,0
U002704,Google Ads,2026-01-20,2026-01-22,2026-01-23,2026-01-31,250.32,Low,2026-01,1,0,0
U002705,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002706,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002707,Google Ads,,,,,0.00,Low,,1,1,0
U002708,LinkedIn Ads,2025-12-13,,,,0.00,Low,2025-12,0,0,0
U002709,Referral,,,,,0.00,Low,,0,0,0
U002710,Organic Search,,,,,0.00,Low,,0,0,0
U002711,Meta (FB/IG),2026-01-27,2026-02-04,2026-02-12,,358.19,Low,2026-01,0,0,0
U002712,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002713,Organic Search,2025-12-04,,,,0.00,Low,2025-12,0,0,0
U002714,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U002715,SMS,,,,,0.00,Low,,0,0,0
U002716,Referral,,,,,0.00,Low,,0,0,0
U002717,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002718,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002719,Google Ads,,,,,0.00,Low,,0,0,0
U002720,SMS,,,,,0.00,Low,,0,0,0
U002721,Meta (FB/IG),2026-01-12,2026-01-13,,,0.00,Low,2026-01,0,0,0
U002722,Email,,,,,0.00,Low,,0,0,0
U002723,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002724,Google Ads,,,,,0.00,Low,,0,0,0
U002725,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002726,Google Ads,2026-01-23,,,,0.00,Low,2026-01,1,1,1
U002727,Google Ads,,,,,0.00,Low,,0,0,0
U002728,Organic Search,,,,,0.00,Low,,0,0,0
U002729,SMS,2025-12-09,,,,0.00,Low,2025-12,0,0,0
U002730,Organic Search,2026-02-04,2026-02-08,,,0.00,Low,2026-02,1,0,0
U002731,Organic Search,2026-02-08,2026-02-17,2026-02-17,2026-02-17,231.00,Low,2026-02,1,0,0
U002732,Organic Search,,,,,0.00,Low,,0,0,0
U002733,Meta (FB/IG),2025-11-27,2025-11-28,,,0.00,Low,2025-11,0,0,0
U002734,Meta (FB/IG),2026-01-27,2026-02-05,2026-02-15,2026-02-17,552.32,Low,2026-01,0,0,0
U002735,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002736,Referral,2025-12-14,2025-12-21,2025-12-23,2026-01-02,457.38,Low,2025-12,0,0,0
U002737,Push Notification (WebEngage),2026-02-04,,,,0.00,Low,2026-02,0,0,0
U002738,Meta (FB/IG),2026-02-08,,,,0.00,Low,2026-02,0,0,0
U002739,Google Ads,2025-12-15,2025-12-19,2025-12-23,2026-01-10,540.37,Low,2025-12,0,0,0
U002740,SMS,2026-02-04,,,,0.00,Low,2026-02,0,0,0
U002741,Push Notification (WebEngage),2026-01-29,,,,0.00,Low,2026-01,0,0,0
U002742,Google Ads,,,,,0.00,Low,,0,0,0
U002743,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002744,Organic Search,2025-12-03,2025-12-05,,,0.00,Low,2025-12,0,0,0
U002745,Meta (FB/IG),,,,,0.00,Low,,1,1,0
U002746,Organic Search,2025-12-24,,,,0.00,Low,2025-12,0,0,0
U002747,Email,,,,,0.00,Low,,0,0,0
U002748,SMS,,,,,0.00,Low,,0,0,0
U002749,Email,2025-11-22,2025-11-29,,,0.00,Low,2025-11,0,0,0
U002750,Referral,,,,,0.00,Low,,0,0,0
U002751,Google Ads,,,,,0.00,Low,,0,0,0
U002752,SMS,,,,,0.00,Low,,0,0,0
U002753,Organic Search,,,,,0.00,Low,,0,0,0
U002754,Push Notification (WebEngage),2026-02-02,,,,0.00,Low,2026-02,0,0,0
U002755,SMS,,,,,0.00,Low,,0,0,0
U002756,Meta (FB/IG),,,,,0.00,Low,,1,0,0
U002757,Meta (FB/IG),,,,,0.00,Low,,1,0,0
U002758,Organic Search,,,,,0.00,Low,,0,0,0
U002759,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002760,Email,,,,,0.00,Low,,0,0,0
U002761,Google Ads,,,,,0.00,Low,,0,0,0
U002762,Meta (FB/IG),2026-02-09,,,,0.00,Low,2026-02,1,1,0
U002763,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U002764,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002765,Organic Search,,,,,0.00,Low,,0,0,0
U002766,Email,,,,,0.00,Low,,0,0,0
U002767,Organic Search,,,,,0.00,Low,,0,0,0
U002768,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002769,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U002770,Meta (FB/IG),2026-01-31,2026-02-03,,,0.00,Low,2026-01,0,0,0
U002771,Google Ads,,,,,0.00,Low,,0,0,0
U002772,SMS,2026-01-15,,,,0.00,Low,2026-01,1,1,0
U002773,Organic Search,2026-02-11,2026-02-17,,,0.00,Low,2026-02,0,0,0
U002774,Organic Search,,,,,0.00,Low,,0,0,0
U002775,Google Ads,2025-12-29,2026-01-07,2026-01-12,2026-01-16,271.49,Low,2025-12,0,0,0
U002776,SMS,,,,,0.00,Low,,0,0,0
